"zybook_identifier","chapter_number","chapter_title","section_number","section_title","classification","target_week_or_topic","reason","dependency_note"
"SWOSUCOMSC1053ZacharyFall2026","26","26. Additional Labs: Classes","26.17","26.17 LAB: Count honors","OPTIONAL","1 / as needed","Reference, refresher, enrichment, or extra practice; not required for all students.","Use only to diagnose/review OOP carryover."
"SWOSUCOMSC1053ZacharyFall2026","26","26. Additional Labs: Classes","26.18","26.18 LAB: Find student with highest GPA","OPTIONAL","1 / as needed","Reference, refresher, enrichment, or extra practice; not required for all students.","Use only to diagnose/review OOP carryover."
"SWOSUCOMSC1053ZacharyFall2026","26","26. Additional Labs: Classes","26.19","26.19 LAB: Print student roster","OPTIONAL","1 / as needed","Reference, refresher, enrichment, or extra practice; not required for all students.","Use only to diagnose/review OOP carryover."
"SWOSUCOMSC1053ZacharyFall2026","26","26. Additional Labs: Classes","26.20","26.20 LAB: Swap two numbers","OPTIONAL","1 / as needed","Reference, refresher, enrichment, or extra practice; not required for all students.","Use only to diagnose/review OOP carryover."
"SWOSUCOMSC1053ZacharyFall2026","26","26. Additional Labs: Classes","26.21","26.21 LAB: The __str__() method","OPTIONAL","1 / as needed","Reference, refresher, enrichment, or extra practice; not required for all students.","Use only to diagnose/review OOP carryover."
"SWOSUCOMSC1053ZacharyFall2026","26","26. Additional Labs: Classes","26.22","26.22 LAB: Find the maximum in a list","OPTIONAL","1 / as needed","Reference, refresher, enrichment, or extra practice; not required for all students.","Use only to diagnose/review OOP carryover."
"SWOSUCOMSC1053ZacharyFall2026","26","26. Additional Labs: Classes","26.23","26.23 LAB*: Program: Online shopping cart (Part 1)","OPTIONAL","1 / as needed","Reference, refresher, enrichment, or extra practice; not required for all students.","Use only to diagnose/review OOP carryover."
"SWOSUCOMSC1053ZacharyFall2026","26","26. Additional Labs: Classes","26.24","26.24 LAB*: Program: Online shopping cart (Part 2)","OPTIONAL","1 / as needed","Reference, refresher, enrichment, or extra practice; not required for all students.","Use only to diagnose/review OOP carryover."
"SWOSUCOMSC1053ZacharyFall2026","26","26. Additional Labs: Classes","26.25","26.25 LAB*: Program: Lucky 7","OPTIONAL","1 / as needed","Reference, refresher, enrichment, or extra practice; not required for all students.","Use only to diagnose/review OOP carryover."
"SWOSUCOMSC1053ZacharyFall2026","26","26. Additional Labs: Classes","26.26","26.26 LAB*: Program: Fancy car","OPTIONAL","1 / as needed","Reference, refresher, enrichment, or extra practice; not required for all students.","Use only to diagnose/review OOP carryover."
"SWOSUCOMSC1053ZacharyFall2026","26","26. Additional Labs: Classes","26.27","26.27 LAB*: Program: Self pay kiosk","OPTIONAL","1 / as needed","Reference, refresher, enrichment, or extra practice; not required for all students.","Use only to diagnose/review OOP carryover."
"SWOSUCOMSC1053ZacharyFall2026","27","27. Additional Labs: Exceptions","27.1","27.1 LAB: Exceptions with read-only files","OPTIONAL","2-3 / as needed","Reference, refresher, enrichment, or extra practice; not required for all students.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","28","28. Additional Labs: Files","28.1","28.1 LAB: Parsing food data","OPTIONAL","5 / as needed","Reference, refresher, enrichment, or extra practice; not required for all students.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","28","28. Additional Labs: Files","28.2","28.2 LAB: Movie show time display","OPTIONAL","5 / as needed","Reference, refresher, enrichment, or extra practice; not required for all students.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","29","29. Additional Labs: Recursion","29.1","29.1 LAB: Drawing an upside down triangle","OPTIONAL","10-11 / as needed","Reference, refresher, enrichment, or extra practice; not required for all students.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","29","29. Additional Labs: Recursion","29.2","29.2 LAB: Reverse a string","OPTIONAL","10-11 / as needed","Reference, refresher, enrichment, or extra practice; not required for all students.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","30","30. Python for Data Science","30.1","30.1 Introduction to data science","OPTIONAL","12 / enrichment","Reference, refresher, enrichment, or extra practice; not required for all students.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","30","30. Python for Data Science","30.2","30.2 Data science life cycle","OPTIONAL","12 / enrichment","Reference, refresher, enrichment, or extra practice; not required for all students.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","30","30. Python for Data Science","30.3","30.3 Introduction to Python for data science","OPTIONAL","12 / enrichment","Reference, refresher, enrichment, or extra practice; not required for all students.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","30","30. Python for Data Science","30.4","30.4 Introduction to Jupyter Notebooks","OPTIONAL","12 / enrichment","Reference, refresher, enrichment, or extra practice; not required for all students.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","31","31. Coding Practice Problems","31.1","31.1 Coding practice problems overview","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","31","31. Coding Practice Problems","31.2","31.2 PRACTICE: Input/Output* Mad Libs","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","31","31. Coding Practice Problems","31.3","31.3 PRACTICE: Input/Output* Welcome Message","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","31","31. Coding Practice Problems","31.4","31.4 PRACTICE: Expressions* Percentages","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","31","31. Coding Practice Problems","31.5","31.5 PRACTICE: Expressions* Inches to feet","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","31","31. Coding Practice Problems","31.6","31.6 PRACTICE: Expressions*: Simple floating-point expression","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","31","31. Coding Practice Problems","31.7","31.7 PRACTICE: Expressions*: Distance formula","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","31","31. Coding Practice Problems","31.8","31.8 PRACTICE: Expressions* Phone numbers","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","31","31. Coding Practice Problems","31.9","31.9 PRACTICE: Expressions* Proper name layout","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","31","31. Coding Practice Problems","31.10","31.10 PRACTICE: Expressions*: Test","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","31","31. Coding Practice Problems","31.11","31.11 PRACTICE: Branches*: Shape display","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","31","31. Coding Practice Problems","31.12","31.12 PRACTICE: Branches*: Guitar tabs","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","31","31. Coding Practice Problems","31.13","31.13 PRACTICE: Branches*: Listing names","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","31","31. Coding Practice Problems","31.14","31.14 PRACTICE: Branches**: Complex cost structure","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","31","31. Coding Practice Problems","31.15","31.15 PRACTICE: Branches**: Caption punctuation","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","31","31. Coding Practice Problems","31.16","31.16 PRACTICE: Branches**: 24-hour time","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","31","31. Coding Practice Problems","31.17","31.17 PRACTICE: Branches**: Next date","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","31","31. Coding Practice Problems","31.18","31.18 PRACTICE: Branches**: Runway headings","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","31","31. Coding Practice Problems","31.19","31.19 PRACTICE: Branches** Leap Year","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","31","31. Coding Practice Problems","31.20","31.20 PRACTICE: Branches***: Next license plate number","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","31","31. Coding Practice Problems","31.21","31.21 PRACTICE: Loops (for)*: Output sequence","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","31","31. Coding Practice Problems","31.22","31.22 PRACTICE: Loops (for)*: Output evens","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","31","31. Coding Practice Problems","31.23","31.23 PRACTICE: Loops*: Output integers as comma-separated list","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","31","31. Coding Practice Problems","31.24","31.24 PRACTICE: Loops*: Password requirements","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","31","31. Coding Practice Problems","31.25","31.25 PRACTICE: Loops*: Biggest difference","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","31","31. Coding Practice Problems","31.26","31.26 PRACTICE: Loops*: Check if sorted","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","31","31. Coding Practice Problems","31.27","31.27 PRACTICE: Loops (while)**: Output rocket height","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","31","31. Coding Practice Problems","31.28","31.28 PRACTICE: Loops (while)**: Compute modified average","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","31","31. Coding Practice Problems","31.29","31.29 PRACTICE: Loops (nested)**: Sum a given number of integers","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","31","31. Coding Practice Problems","31.30","31.30 PRACTICE: Loops (nested)**: HTML table","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","31","31. Coding Practice Problems","31.31","31.31 PRACTICE: Loops**: Removing leading/trailing whitespace","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","31","31. Coding Practice Problems","31.32","31.32 PRACTICE: Loops**: Output integer's digits","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","31","31. Coding Practice Problems","31.33","31.33 PRACTICE: Loops**: Customer lookup","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","31","31. Coding Practice Problems","31.34","31.34 PRACTICE: Loops**: Word count","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","31","31. Coding Practice Problems","31.35","31.35 PRACTICE: Loops**: Academic index score table","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","31","31. Coding Practice Problems","31.36","31.36 PRACTICE: Loops**: TV aspect ratios","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","31","31. Coding Practice Problems","31.37","31.37 PRACTICE: Functions*: Calorie estimator","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","31","31. Coding Practice Problems","31.38","31.38 PRACTICE: Function*: Split cents into dollars and cents","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","31","31. Coding Practice Problems","31.39","31.39 PRACTICE: Functions*: Rectangles sizes","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","31","31. Coding Practice Problems","31.40","31.40 PRACTICE: Functions*: Digits to number","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","31","31. Coding Practice Problems","31.41","31.41 PRACTICE: Functions*: Rotate three values","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","31","31. Coding Practice Problems","31.42","31.42 PRACTICE: Functions**: Compute max","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","31","31. Coding Practice Problems","31.43","31.43 PRACTICE: Functions**: Sort three values","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","31","31. Coding Practice Problems","31.44","31.44 PRACTICE: Functions**: Rideshare pickup time","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","31","31. Coding Practice Problems","31.45","31.45 PRACTICE: Functions**: User age","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","31","31. Coding Practice Problems","31.46","31.46 PRACTICE: Functions**: Simulating waiting time (fast clerk)","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","31","31. Coding Practice Problems","31.47","31.47 PRACTICE: Functions**: Number to words","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","31","31. Coding Practice Problems","31.48","31.48 PRACTICE: Functions**: Driving cost estimator","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","31","31. Coding Practice Problems","31.49","31.49 PRACTICE: Functions**: Next char in string","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","31","31. Coding Practice Problems","31.50","31.50 PRACTICE: Functions***: Electric bill","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","31","31. Coding Practice Problems","31.51","31.51 PRACTICE: Functions***: Commas in integer","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","31","31. Coding Practice Problems","31.52","31.52 PRACTICE: Functions***: Find next substring","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","31","31. Coding Practice Problems","31.53","31.53 PRACTICE: Functions***: Output guitar tabs","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","31","31. Coding Practice Problems","31.54","31.54 PRACTICE: Lists*: Find max","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","31","31. Coding Practice Problems","31.55","31.55 PRACTICE: Lists*: Outputting multiple elements per line","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","31","31. Coding Practice Problems","31.56","31.56 PRACTICE: Lists*: Copying only negative values","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","31","31. Coding Practice Problems","31.57","31.57 PRACTICE: Lists**: Binary to decimal conversion","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","31","31. Coding Practice Problems","31.58","31.58 PRACTICE: Lists**: Min, max, average","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","31","31. Coding Practice Problems","31.59","31.59 PRACTICE: Lists**: Mode","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","31","31. Coding Practice Problems","31.60","31.60 PRACTICE: Lists**: Longest sequence","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","31","31. Coding Practice Problems","31.61","31.61 PRACTICE: Lists**: Reverse in place","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","31","31. Coding Practice Problems","31.62","31.62 PRACTICE: Lists***: Bowling score","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","31","31. Coding Practice Problems","31.63","31.63 PRACTICE: Lists***: Grouping into ranges","UNUSED","","CS1 prerequisite/repetition or extra-bank content; preserve student time for CS2 depth.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","32","32. Artificial Intelligence","32.1","32.1 Artificial intelligence","OPTIONAL","coursewide / enrichment","Reference, refresher, enrichment, or extra practice; not required for all students.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","32","32. Artificial Intelligence","32.2","32.2 Generative AI and LLMs","OPTIONAL","coursewide / enrichment","Reference, refresher, enrichment, or extra practice; not required for all students.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","32","32. Artificial Intelligence","32.3","32.3 Generative AI in action","OPTIONAL","coursewide / enrichment","Reference, refresher, enrichment, or extra practice; not required for all students.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","32","32. Artificial Intelligence","32.4","32.4 Using AI in coding","OPTIONAL","coursewide / enrichment","Reference, refresher, enrichment, or extra practice; not required for all students.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","32","32. Artificial Intelligence","32.5","32.5 Generative AI Programming in Python","OPTIONAL","coursewide / enrichment","Reference, refresher, enrichment, or extra practice; not required for all students.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","32","32. Artificial Intelligence","32.6","32.6 Building AI systems","OPTIONAL","coursewide / enrichment","Reference, refresher, enrichment, or extra practice; not required for all students.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","32","32. Artificial Intelligence","32.7","32.7 Building a simple RAG system in Python","OPTIONAL","coursewide / enrichment","Reference, refresher, enrichment, or extra practice; not required for all students.","No normal-path dependency."
"SWOSUCOMSC1053ZacharyFall2026","32","32. Artificial Intelligence","32.8","32.8 Risks and ethics in AI","OPTIONAL","coursewide / enrichment","Reference, refresher, enrichment, or extra practice; not required for all students.","No normal-path dependency."
